Url,Sha256,Args
https://files.trendmicro.com/products/iTIS/11.8/build/GM/1283/Trend%20Micro%20Antivirus-11.8.1283.dmg,6fcc1c504f399ee2adb2cfeb39f60cfd482d6b881950cb8256988c09343f2b38,
